date,buyer_country,supplier_country,buyer,supplier,buyer_address,supplier_address,notify_party,notify_address,manufacturer,origin_country,destination_country,port_of_loading,port_of_discharge,hs_code,product_description,shipping_marks,quantity,quantity_unit,weight_kg,amount_usd,bill_number,container_number,brand
2025-03-08,印度,中国,SANGHVI AUTOMATION,LISHUI GREENLEAF AUTOMATIC TECHNOLOGY CO LTD,"GALA NO. F/106 TOP CLASS ENCLAVE, FIRST FLOOR BHOIDAPADA NAKA, SATIVALI ROAD, VASAI EAST",,,,,CHINA,,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,LINEAR BEARING SC 30 LUU LINEAR BEARING SC 30 LUU,,600.0,NOS,0.0,3310.0876,C5QXKO170YH8B,,
2025-09-22,越南,中国台湾,CÔNG TY TNHH JADE M - TECH,CHUN LOUNG CO LTD,"Land Lot No. Tt3-09, Land Jam, Thuong Cat Ward, Hanoi City, Vietnam","NO.1, LANE 333, MINYI ST., FUAN VILLAGE, SIOUSHUEI TOWNSHIP, TW",,,,Taiwan,,,,84821000,"Con trượt MR12MN SU VCN, bộ phận của thanh tuyến tính dẫn hướng, bằng thép,có ổ bi,phụ tùng máy gia công kim loại. NSX: CPC, mới 100%,Slider MR12MN SU VCN parts of the linear guide, steel ball bearings,machine parts metal machining. MANUFACTURER: CPC, 100% new",,400.0,Pieces,0.0,3280.0,,,
2025-01-03,越南,中国台湾,CÔNG TY TNHH JADE M - TECH,CHUN LOUNG CO LTD,"Land Lot No. Tt3-09, Land Stuck Area, Lien Mac Ward, Bac Tu Liem District, Hanoi City, Vietnam","NO.1, LANE 333,MINYI ST, FUAN VILLAGE SIOUSHUEI  TOWNSHIP, CHANGHUA COUNTY 50444, TAIWAN, TW",,,,Taiwan,,,,84821000,"Thanh tuyến tính dẫn hướng MSR45E2SSF1A+R1090-20/20P gồm thanh trượt dài 1090mm và 2 con trượt, có ổ bi, phụ tùng máy gia công kim loại. NSX: PMI, mới 100%,Linear guide bar MSR45E2SSF1A+R1090-20/20P includes 1090mm long slide bar and 2 sliders, with ball bearings, metalworking machine spare parts. Manufacturer: PMI, 100% new",,2.0,Set,0.0,3270.0,,,
2025-05-30,菲律宾,中国,TIGER MACHINERY AND INDUSTRIAL CORP,FOSHAN WECANS BUILDING MATERIAL CO LTD,359 F. SAN DIEGO ST VIENTE REALESVALENZUELA 1444PHILIPPINES,,,,,CHINA,,,,84829900000,LINEAR ROLLER BEARING  PR14044 GR1/0-5 RO Y10 14 PCS,,4.5,KILOGRAM,4.5,3268.9,5044816873,,
2025-09-26,印度,中国,KHS INNOVATION & ENGINEERING LLP,XI'AN SILVERSTONE MACHINERY INDUST,"4A, KARIM BUILDING, 1ST FLOOR,142/  144, ABDUL REHMAN STREET ","RY CO., LTD. ADD:19,5THHANGKONGR OAD,YANLIANG XI'AN,SHAANXI SDNF CHINA",,,,China (CN),,Shanghai,,84821090,LINEAR BALL BEARINGS LM20UU (BRAND - KHS LG) LINEAR BALL BEARINGS,,5753.0,PCS,0.0,3229.42,,,
2025-08-04,印度,中国,CNZ BEARINGS PRIVATE LIMITED,SHAOXING LAVA MACHINERY CO LTD,"17, ARYAN CORPORATE PARK, NR.  SHILAJ RLY CROSSING, THALTEJ, ","XINCHANG, Zhejiang, CHINA SDNF SDNF CHINA",,,,China (CN),,Ningbo,,84821090,LINEAR BALL BEARING WITH HOUSING - SC20UU LINEAR BALL BEARING WITH HOUSING - SC20UU,,1500.0,PCS,0.0,3166.91,,,
2025-02-26,越南,中国台湾,CÔNG TY TNHH JADE M - TECH,CHUN LOUNG CO LTD,"Land Lot No. Tt3-09, Land Jam, Lien Mac Ward, Bac Tu Liem District, Hanoi City, Vietnam.","NO.1, LANE 333,MINYI ST, FUAN VILLAGE SIOUSHUEI  TOWNSHIP, CHANGHUA COUNTY 50444, TAIWAN, TW",,,,Taiwan,,,,84821000,"Con trượt MR12ML SUVCN, bộ phận của thanh tuyến tính dẫn hướng, bằng thép,có ổ bi, phụ tùng máy gia công kim loại.NSX: CPC, mới 100%,MR12ML SUVCN slider, linear guide rail part, steel, with ball bearing, metalworking machine spare part. Manufacturer: CPC, 100% new",,300.0,Pieces,0.0,3150.0,,,
2025-08-11,印度,中国,KHS INNOVATION & ENGINEERING LLP,ZHEJIANG SIQIANG BEARING MANUFACTUR,"4A, KARIM BUILDING, 1ST FLOOR,142/  144, ABDUL REHMAN STREET ","E CO.,LTD NO.97, XIANXIA ROAD, NAN MING MOUNTAIN STREET LIANDU ZONE, LISHUI CITY, ZHEJIANG CHINA",,,,China (CN),,Shanghai,,84828000,LINEAR MOTION BEARINGS LMK16UU (BRAND - KHS LG) LINEAR MOTION BEARINGS,,3500.0,PCS,0.0,3150.0,,,
2025-05-19,越南,中国,CÔNG TY TNHH MISUMI VIỆT NAM,MISUMI CHINA PRECISION MACHINERY TRADING CO LTD,"Lô số 15, đường TS11, khu công nghiệp Tiên Sơn, Xã Hoàn Sơn. Huyện Tiên Du, Bắc Ninh","NO.1058 DILING RD, FENGXIAN DIST, SHANGHAI, CHINA, CN",,,,China,,,,84828000,"Thanh trượt tuyến tính có ổ bi (bằng thép, dài 25.34mm), hàng mới 100%, nhãn hiệu: MISUMI, code: C-MLGB7,Linear slide with ball bearing (steel, length 25.34mm), 100% new, brand: MISUMI, code: C-MLGB7",,1260.0,Pieces,0.0,3142.2384,,,
2025-04-10,越南,中国,CÔNG TY TNHH JADE M - TECH,WUXI J WELL PRECISION MACHINERY CO LTD,"Land plot number TT3-09, Land Stuck Area, Lien Mac Ward, Bac Tu Liem District, Hanoi City, Vietnam","NO.1 HEHUAN ROAD, WUXI CITY, JIANGSU PROVINCE, CN",,,,China,,,,84821000,"Con trượt EGH15CA bộ phận của thanh tuyến tính dẫn hướng, bằng thép,có ổ bi, phụ tùng máy gia công kim loại.Nhãn hiệu và NSX:Wuxi J-Well, mới 100%,EGH15CA linear guide rail part, steel, with ball bearing, metalworking machine spare part. Brand and Manufacturer: Wuxi J-Well, 100% new",,1000.0,Pieces,0.0,3140.0,,,
2025-09-26,印度,中国,KHS INNOVATION & ENGINEERING LLP,XI'AN SILVERSTONE MACHINERY INDUST,"4A, KARIM BUILDING, 1ST FLOOR,142/  144, ABDUL REHMAN STREET ","RY CO., LTD. ADD:19,5THHANGKONGR OAD,YANLIANG XI'AN,SHAANXI SDNF CHINA",,,,China (CN),,Shanghai,,84821090,LINEAR BALL BEARINGS LM16UU (BRAND - KHS LG) LINEAR BALL BEARINGS,,6000.0,PCS,0.0,3127.5,,,
2025-04-10,越南,中国,CÔNG TY TNHH JADE M - TECH,WUXI J WELL PRECISION MACHINERY CO LTD,"Land plot number TT3-09, Land Stuck Area, Lien Mac Ward, Bac Tu Liem District, Hanoi City, Vietnam","NO.1 HEHUAN ROAD, WUXI CITY, JIANGSU PROVINCE, CN",,,,China,,,,84821000,"Con trượt EGH20CA bộ phận của thanh tuyến tính dẫn hướng, bằng thép,có ổ bi, phụ tùng máy gia công kim loại.Nhãn hiệu và NSX:Wuxi J-Well, mới 100%,EGH20CA linear guide rail part, steel, with ball bearing, metalworking machine spare part. Brand and Manufacturer: Wuxi J-Well, 100% new",,900.0,Pieces,0.0,3087.0,,,
2025-06-04,菲律宾,中国,TIGER MACHINERY AND INDUSTRIAL CORPORATION,FOSHAN WECANS BUILDING MATERIAL CO LTD,"359 F. SAN DIEGO ST VIENTE REALES, VALENZUELA",,,,,CHINA,,,,84829900000,LINEAR ROLLER BEARING  PR14044 GR1/0-5 RO Y10 14 PCS,,0.0,,4.5,3073.3,5044816873,,
2025-09-18,越南,中国,CÔNG TY TNHH LOGISTICS VĨNH TRƯỜNG,PINGXIANG HENGJIA IMPORT AND EXPORT TRADE CO LTD,"Apartment Hh 02 - 03, Catalan Urban Area, Block 8, Dong Kinh Ward, Lang Son Province, Vietnam","NO.28, NANDA ROAD, PINGXIANG CITY, GUANGXI CHINA, CN",,,,China,,,,84821000,"Ổ bi trượt vuông bằng thép, dùng cho thanh trượt tuyến tính của máy khắc gỗ CNC, model EGH20CA, kích thước (28x42x69.1)mm, không hiệu, NSX:SuzhouShunhe Shengda Automation Technology Co.,Ltd, mới 100%,Ball bearing slide, square steel, used for linear sliders of the CNC wood engraving machine, model EGH20CA, size (28x42x69.1)mm, not performance, NSX:SuzhouShunhe Shengda Automation Technology Co.,Ltd., new 100%",,800.0,Pieces,0.0,3048.0,,,
2025-05-16,越南,中国,CÔNG TY TNHH POWERNICE SMARTECH VIỆT NAM,NINGBO POWERNICE INTELLIGENT TECHNOLOGY CO LTD,"Lô số CN2-8, Khu công nghiệp Minh Quang-Phường Bạch Sam-Thị xã Mỹ Hào-Hưng Yên","398 BINHAI RD, BINHAI NEW AREA, ECONOMIC DEVELOPMENT ZONE, FENGHUA DISTRICT, NINGBO CITY, ZHEJIANG,CHINA, CN",,,,China,,,,84821000,"Vòng bi cầu rãnh sâu, P/N: MS1301-608RS-1,chất liệu bằng thép (có nắp nhựa chống bụi), dùng cho thiết bị truyền động tuyến tính, kích thước: phi 8*phi 22*7t. Mới 100%,Deep groove ball bearing, P/N: MS1301-608RS-1, steel material (with dustproof plastic cover), used for linear actuator, size: phi 8*phi 22*7t. 100% new",,23300.0,Pieces,0.0,3029.0,,,
2025-11-05,印度,中国,AXIS TECHNOLOGIES,ZHEJIANG JINGRUI INTELLIGENT TRANSMISSION CO LTD,"207, ARIHANT TOWER, 2ND FLOOR,83 V. V .CHANDAN STREET, MUMBAI, ","#99, Shangxu Road Lishui Industral Zone Zhejiang, Zhejiang, CHINA SDNF CHINA",,,,China (CN),,Shanghai,NHAVA SHEVA SEA (INNSA1),84828000,LINEAR MOTION BEARINGS SC 20UU LINEAR MOTION BEARINGS SC 20UU,,2952.0,NOS,0.0,3014.32,,,
2025-10-29,越南,中国,CÔNG TY TNHH WORLDON VIỆT NAM,NINGBO DAQIAN IMPORT EXPORT CO LTD,"Lot D1, Road D4, Dong Nam Industrial Park, Binh My Commune, Ho Chi Minh City","NO.66 HUANGSHAN ROAD, XINQI DEVELOPMENT ZONE, NINGBO CHINA, CN",,,,China,,,,84828000,"TSTD101300#&Cụm trượt bi tuyến tính, không thương hiệu, model 25BS, quy cách 82*47*30mm, mới 100%,TSTD101300#&amp;Phrases slide linear ball bearing, not the brand, model 25BS, size 82*47*30mm, 100% new",,60.0,Pieces,0.0,2997.6,,,
2025-06-27,印度,中国,PIONEER AGENCIES,SHANDONG HIKING INTERNATIONAL COMMERCE GROUP,"2423/29 SUREKHA BUILDING G-7, GB ROAD",,,,,CHINA,,Qingdao,TUGHLAKABAD,84828000,LINEAR GUIDE BEARING AS PER ANEXTURE (NET WEIGHT- 378.2 KGS) LINEAR GUIDE BEARING AS PER ANEXTURE (NET WEIGHT- 378.2 KGS),,1620.0,NOS,0.0,2992.3188,W6AR1YFQJ505K,,
2025-01-07,斯里兰卡,中国,CEYLON STEEL CORPORATION LTD,SHIJIAZHUANG AOGANG MACHINERY CO LTD,"ORUWALA, ATHURUGIRIYA EREG COMP.","NO.158 JIANTONG STREET SHIJIAZHUANG HEBEI, CHINA",,,,CHINA,,,,84828000,"LINEAR BEARING,FEEDING SCREW BEARING,(SPARE PARTS FOR TUBE MILL)",,10.0,NIU,73.22,2990.63,,,
2025-11-11,越南,中国,CÔNG TY TNHH SẢN XUẤT JINFEIDA VIỆT NAM,JIANGSU JINFEIDA POWER TOOLS CO LTD,"Lot F-11-Cn, Na2 Road, My Phuoc 2 Industrial Park, Ben Cat Ward, Ho Chi Minh City, Vietnam","156#DONGFENG STREET, XIEJIA GAOYOU CITY, JIANGSU 225644, CHINA, CN",,,,China,,,,84821000,"(138090200003)-Ổ bi tuyến tính bằng sắt và nhựa - Linear Bearing, kích thước: 40*35*35mm, linh kiện lắp ráp máy cưa đa năng.Hàng mới 100%,(138090200003) - Linear bearing made of iron and plastic, size: 40*35*35mm, assembly component for multi-purpose saw. 100% brand new.",,4500.0,Pieces,0.0,2989.998,,,
2025-10-15,越南,中国,CÔNG TY TNHH SẢN XUẤT JINFEIDA VIỆT NAM,JIANGSU JINFEIDA POWER TOOLS CO LTD,"Lot F-11-Cn, Na2 Street, My Phuoc 2 Industrial Park, Ben Cat Ward, Ho Chi Minh City, Vietnam","156#DONGFENG STREET, XIEJIA GAOYOU CITY, JIANGSU 225644, CHINA, CN",,,,China,,,,84821000,"(138090200003)-Ổ bi tuyến tính bằng sắt và nhựa - Linear Bearing, kích thước: 40*35*35mm, linh kiện lắp ráp máy cưa đa năng.Hàng mới 100%,(138090200003)-linear ball bearings are made of iron and plastic - Linear Bearing, size: 40*35*35mm, components, assembly, sawing machine, multi-function.100% brand new",,4500.0,Pieces,0.0,2989.998,,,
2025-05-07,印度,中国,KHS INNOVATION & ENGINEERING LLP,ZHEJIANG SIQIANG BEARING MANUFACTUR,"4A, KARIM BUILDING, 1ST FLOOR,142/  144, ABDUL REHMAN STREET ",,,,,CHINA,,Shanghai,NHAVA SHEVA SEA (INNSA1),84828000,LINEAR MOTION BEARINGS SC20UUOP (BRAND - KHS LG) LINEAR MOTION BEARINGS,,2138.0,PCS,0.0,2984.0055,Q8MNXZXFQ41NW,,
2025-11-20,印度,中国,SUPER ENGITECH PRIVATE LIMITED,ZIHENG TIANJIN INDUSTRY CO LTD,"4- SAMRAT INDUSTRIAL AREA, B/H.S.T. WORK SHOP, GONDAL ROAD, ","NO.60,ZHONGHUAN XI RD,AIRPORTECONOM IC AREA,TIANJIN,CHINA SDNF CHINA",,,,China (CN),,Beijing,AHEMDABAD AIR ACC (INAMD4),84828000,PART OF MOLDING LINE LINEAR BEARING LINEAR BEARING- 1021900112PART OF MOLDING LINE LINEAR BEARING,,2.0,SET,0.0,2947.68,,,
2025-01-10,印度,中国,AXIS TECHNOLOGIES,ZHEJIANG JINGRUI INTELLIGENT TRANSMISSION CO LTD,"207, ARIHANT TOWER, 2ND FLOOR,83 V. V .CHANDAN STREET, MUMBAI, ",,,,,CHINA,,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,LINEAR MOTION BEARING LM50UU LINEAR MOTION BEARING LM50UU,,600.0,PCS,0.0,2945.8769,I8HCZQIRGX46A,,
2025-11-19,印度,中国,AMAFHH SONS,ZHEJIANG SIQIANG BEARING MANUFACTURE CO LTD,"2ND FLOOR, 71 NAGDEVI CROSS LANE,,  N/A","NO.97,XIANXIA ROAD,NANMING MOUNTAIN STREET, LIANDU ZONE,LISHUI CITY LI SHUI CITY, Zhejiang, CHINA CHINA",,,,China (CN),,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,LINEAR MOTION BEARINGS SBR30UU LINEAR MOTION BEARINGS SBR30UU,,1000.0,NOS,0.0,2930.0,,,
2025-08-14,越南,中国,CÔNG TY CỔ PHẦN PAISHING VIỆT NAM,NANJING MOUNTFIRE INDUSTRIES CO LTD,"Lot C5-2, Trang Due Industrial Park, Belonging To Dinh Vu - Cat Hai Economic Zone, Hong Phong Commune, An Duong District, Hai Phong City, Vietnam","ROOM 528, 5TH FLOOR, UNIT 3, 198 HEXI STREET, JIANYE DISTRICT, NANJING,JIANGSU, CHINA, CN",,,,China,,,,84821000,"Bộ thanh trượt dẫn hướng tuyến tính (gồm thanh trượt và con trượt có vòng bi), thuộc cụm truyền động, bộ phận máy đúc khay giấy, chất liệu thép, kích thước: 45*38*6800mm. Hàng mới 100%.,The slider linear guidance (including the slider and the slide has ball bearings), belonging to the cluster, transmission parts, casting machine, paper tray, material steel, size: 45*38*6800mm. 100% brand new.",,4.0,Set,0.0,2876.0,,,
2025-04-08,越南,中国,CÔNG TY TNHH POWERNICE SMARTECH VIỆT NAM,NINGBO PIONEER IMP &EXP CO LTD,"Lot CN2-8, Minh Quang Industrial Park - Bach Sam Ward - My Hao Town - Hung Yen","398 BINHAI RD, BINHAI NEW AREA, ECONOMIC DEVELOPMENT ZONE, FENGHUA DISTRICT, NINGBO CITY, ZHEJIANG,CHINA, CN",,,,China,,,,84821000,"Vòng bi mắt cá, P/N: MN5307-007-1,chất liệu bằng niken mạ kẽm, dùng cho thiết bị truyền động tuyến tính, kích thước: phi 29.2*phi 41.5*25.4mm. Mới 100%,Fisheye bearing, P/N: MN5307-007-1, material is nickel plated zinc, used for linear actuator, size: phi 29.2*phi 41.5*25.4mm. 100% new",,2940.0,Pieces,0.0,2793.0,,,
2025-04-03,越南,中国,CÔNG TY TNHH POWERNICE SMARTECH VIỆT NAM,NINGBO PIONEER IMP &EXP CO LTD,"Lot CN2-8, Minh Quang Industrial Park - Bach Sam Ward - My Hao Town - Hung Yen","398 BINHAI RD, BINHAI NEW AREA, ECONOMIC DEVELOPMENT ZONE, FENGHUA DISTRICT, NINGBO CITY, ZHEJIANG,CHINA, CN",,,,China,,,,84821000,"Vòng bi mắt cá, P/N: MN5307-007-1,chất liệu bằng niken mạ kẽm, dùng cho thiết bị truyền động tuyến tính, kích thước: phi 29.2*phi 41.5*25.4mm. Mới 100%,Fisheye bearing, P/N: MN5307-007-1, material is nickel plated zinc, used for linear actuator, size: phi 29.2*phi 41.5*25.4mm. 100% new",,2940.0,Pieces,0.0,2793.0,,,
2025-02-26,越南,中国,CÔNG TY TNHH ACTR,QINGDAO FEST INTERNATIONAL TRADING CO LTD,"Lot 37-7B...42-6-1, Road D11, Phuoc Dong Industrial Park, Phuoc Dong Commune, Go Dau District, Tay Ninh Province","(A)ROOM 212, NO.2, NEW YORK ROAD, QIANWAN FREE TRADE PORT AREA, QINGDAO,SHANDONG, CHINA, CN",,,,China,,,,84821000,"2025-A-4-55#&Vòng bi(Ổ bi) tuyến tính bằng thép,dẫn hướng đối tượng di chuyển trên ray,dùng trong máy ép đùn,đk ngoài 280mm,đk trong 155mm,model 5HZC26.014/5HZC26.052,hiệu Hezhong da,set=3pce,mới 100%,2025-A-4-55#&Linear steel bearing, guiding moving objects on rails, used in extrusion machines, outer diameter 280mm, inner diameter 155mm, model 5HZC26.014/5HZC26.052, Hezhong brand, set=3pce, 100% new",,1.0,Set,0.0,2780.08,,,
2025-08-19,越南,中国,CÔNG TY TNHH THIẾT BỊ CƠ ĐIỆN MINH THÀNH,HK TOMUU ACTUATOR TECHNOLOGY CO LIMITED,"Trang Due Village (At Ngan Vu Company Limited), Le Loi Commune, An Duong District, Hai Phong City, Vietnam","ROOM 1318-19, HOLLYWOOD PLAZA, 610 NATHAN ROAD, MONGKOK, KOWLOON, HONGKONG, ",,,,China,,,,84821000,"TMA-MNA-U20A00058#& Ổ bi dùng cho hộp số động cơ của bộ truyền động tuyến tính, mới 100%,TMA-MNA-U20A00058#&amp; bearings for gearbox motor of the actuator, linear, 100% new",,2750.0,Pieces,0.0,2750.0,,,
2025-12-08,印度,中国,BHAVI IMPEX,AMLAND GLOBE HK ENTERPRISE LTD,"108,SHUBH SANDESH, 16,  HANSRAJ LANE, BYCULLA, ","ROOM 811,BAILI BUSINESS CENTER,87-1 05, CHATHAM ROAD SOUTH,TSIM SHA TSU I,KOWLOON HONG KONG",,,,China (CN),,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,"LINEAR BEARING BRAND-9KBC,ITEM NO.LM25UU LINEAR BEARING",,2125.0,NOS,0.0,2741.25,,,
2025-11-01,越南,中国台湾,CÔNG TY TNHH JADE M - TECH,CHUN LOUNG CO LTD,"Plot No. TT3-09, Land Plot Area, Lien Mac Ward, Bac Tu Liem District, Hanoi City, Vietnam.","NO.1, LANE 333,MINYI ST, FUAN VILLAGE SIOUSHUEI  TOWNSHIP, CHANGHUA COUNTY 50444, TAIWAN, TW",,,,Taiwan,,,,84821000,"Con trượt HRC15MN S V1N, bộ phận của thanh tuyến tính dẫn hướng, bằng thép, có ổ bi,,hiệu CPC,,phụ tùng máy gia công kim loại. NSX: CPC, mới 100%,HRC15MN S V1N linear slide, part of a linear guide rail, made of steel, with ball bearings, CPC brand, metalworking machine parts. Manufacturer: CPC, 100% new.",,200.0,Pieces,0.0,2738.0,,,
2025-11-03,印度,中国,PREMIER ENERGIES INTERNATIONAL PRIVATE LIMITED,ZHANGJIAGANG SIMPULSE TECH CO LTD,5th Floor southern park D-II saket place saket,"XINHONGJI MANSION 507,ZHANGJIAGANG, 215600,JIANGSU,CHINA SDNF CN",,,,China (CN),,WUHAN,HYDERABAD ACC (INHYD4),84821090,SPARE PARTS FOR SOLAR CELL LINE MANUFACTURING MACHINE (LINEAR BEARING THK SRG20)SPARE PARTS FOR SOLAR CELL LINE MANUFACTURING MACHINE,,10.0,NOS,0.0,2730.48,,,
2025-10-20,越南,中国台湾,CÔNG TY TNHH JADE M - TECH,CHUN LOUNG CO LTD,"Land Lot No. Tt3-09, Land Jam, Thuong Cat Ward, Hanoi City, Vietnam","NO.1, LANE 333, MINYI ST., FUAN VILLAGE, SIOUSHUEI TOWNSHIP, CHANGHUA COUNTY 50444, TAIWAN, TW",,,,Taiwan,,,,84821000,"Con trượt MR5MN SU V0N, bộ phận của thanh tuyến tính dẫn hướng, bằng thép,có ổ bi, phụ tùng máy gia công kim loại. NSX: CPC, mới 100%,Slider MR5MN SU V0N parts of the linear guide, steel ball bearings, machine parts metal machining. MANUFACTURER: CPC, 100% new",,200.0,Pieces,0.0,2700.0,,,
2025-01-03,越南,中国台湾,CÔNG TY TNHH JADE M - TECH,CHUN LOUNG CO LTD,"Land Lot No. Tt3-09, Land Stuck Area, Lien Mac Ward, Bac Tu Liem District, Hanoi City, Vietnam","NO.1, LANE 333,MINYI ST, FUAN VILLAGE SIOUSHUEI  TOWNSHIP, CHANGHUA COUNTY 50444, TAIWAN, TW",,,,Japan,,,,84821000,"Thanh tuyến tính dẫn hướng X-S2ABC: HSR25B2SSC0E-1000LH-II gồm thanh trượt dài 1000mm và con trượt, có ổ bi, phụ tùng máy gia công kim loại. NSX: THK, mới 100%,Linear guide bar X-S2ABC: HSR25B2SSC0E-1000LH-II includes 1000mm long slide bar and slider, with ball bearing, metal processing machine spare part. Manufacturer: THK, 100% new",,3.0,Set,0.0,2700.0,,,
2025-09-27,印度,中国,KHS INNOVATION & ENGINEERING LLP,ZHEJIANG SIQIANG BEARING MANUFACTUR,"4A, KARIM BUILDING, 1ST FLOOR,142/  144, ABDUL REHMAN STREET ","E CO.,LTD NO.97,XIANXIA ROAD. NANMING MOUNTAIN STREET. LIANDU ZONE.LISHUI CITY.ZHEJIANG CHINA",,,,China (CN),,Shanghai,,84828000,LINEAR MOTION BEARINGS LM50UU KHS-LG LINEAR BEARINGS,,600.0,PCS,0.0,2682.0,,,
2025-12-08,印度,中国,BHAVI IMPEX,AMLAND GLOBE HK ENTERPRISE LTD,"108,SHUBH SANDESH, 16,  HANSRAJ LANE, BYCULLA, ","ROOM 811,BAILI BUSINESS CENTER,87-1 05, CHATHAM ROAD SOUTH,TSIM SHA TSU I,KOWLOON HONG KONG",,,,China (CN),,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,"LINEAR BEARING BRAND-HL,ITEM NO.LMSK20GAUU LINEAR BEARING",,100.0,NOS,0.0,2670.0,,,
2025-01-16,印度,中国,KHS INNOVATION & ENGINEERING LLP,ZHEJIANG SIQIANG BEARING MANUFACTURE CO LTD,"4A, KARIM BUILDING, 1ST FLOOR,142/  144, ABDUL REHMAN STREET ",,,,,CHINA,,CHENGDU,SAHAR AIR CARGO ACC (INBOM4),84828000,CAM FOLLOWER-CF 20B KHS-LG LINEAR BEARING-CF 20B KHS-LG,,1010.0,NOS,0.0,2657.5879,3C9DYVP60HCDT,,
2025-09-18,印度,中国,DIVINE TRANSMISSION SYSTEMS,NINGBO LIMON ROBOTECH INTERNATIONAL TRADING CO LTD,D-12 LAJPAT NAGAR-III  N/A,"D8, D9, LANE 215 QINGYI ROAD HIGH-TECH ZONE NINGBO ZHEJIANG, CHINA",,,,China (CN),,Shekou,,84821090,LINEAR MOTION BEARINGS :- KH3050PP LINEAR MOTION BEARINGS :- LM50UU,,2000.0,NOS,0.0,2656.61,,,
2025-02-20,印度,中国香港,BHAVI IMPEX,AMLAND GLOBE HK ENTERPRISE LTD,"108,SHUBH SANDESH, 16,  HANSRAJ LANE, BYCULLA, ",,,,,HONG KONG,,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,"LINEAR BEARING BRAND:HL ,ITEM NO.LMK25LUU LINEAR BEARING",,300.0,NOS,0.0,2617.9557,U6066D9M8DSTU,,
2025-09-19,越南,中国香港,CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI HÀ SƠN,NIHON ENGINEERING LTD,"Lot 12-1B, Tt4 Tran Van Lai Street, Tu Liem Ward, Hanoi City, Vietnam.","ROOM 2103, FUTURA PLAZA, 111 HOW MING STREET, KWUN TONG, HK",,,,Japan,,,,84821000,"Bi trượt tuyến tính SHS35LC2SS+2200L bằng thép, dài x rộng x dày: 1800x100x48mm, 1 bộ = 2 bi trượt + 1 thanh dẫn hướng,  dùng cho máy kiểm tra đèn pha, hiệu THK, hàng mới 100%,Ball bearing slide linear SHS35LC2SS+2200L, and steel-long x wide x thick: 1800x100x48mm, 1 set = 2 bearings + 1 navigation bar, used for test machine, headlight, brand THK, 100% brand new",,2.0,Set,0.0,2611.8,,,
2025-07-08,印度,中国,AXIS TECHNOLOGIES,ZHEJIANG JINGRUI INTELLIGENT TRANSMISSION CO LTD,"207, ARIHANT TOWER, 2ND FLOOR,83 V. V .CHANDAN STREET, MUMBAI, ",,,,,CHINA,,Ningbo,NHAVA SHEVA SEA (INNSA1),84828000,LINEAR MOTION BEARINGS SC20UUOP LINEAR MOTION BEARINGS SC20UUOP,,2016.0,PCS,0.0,2601.7293,0SVQ7GYDUI59V,,
2025-10-17,乌兹别克斯坦,中国,ООО MAGNETIC GROUP,GUANGDONG XINDA LIMITED,,,,,,China,,,,8482109008,"1. Линейный подшипник с рельсом для сейсмоплатформы HGH65HA 65-L1000 Длина 100см, для обеспечения линейного движения на лабораторных механических платформах, сейсмоплатформах, измерительном и испытательном оборудовании
 - кол. 10 шт, вес: 202 кг
2. мест 1
8. 000
11. 02
Общее кол. мест: 1",,10.0,Piece,202.0,2598.98,,,
2025-11-11,乌兹别克斯坦,中国,ООО MAGNETIC GROUP,GUANGDONG XINDA LIMITED,,,,,,China,,,,8482109008,"1. Линейный подшипник с рельсом для сейсмоплатформы HGH65HA 65-L1000 Длина 100см, для обеспечения линейного движения на лабораторных механических платформах, сейсмоплатформах, измерительном и испытательном оборудовании
 - кол. 10 шт, вес: 202 кг
2. мест 1
8. 000
11. 02
Общее кол. мест: 1",,10.0,Piece,202.0,2598.98,,,
2025-08-20,印度,中国,AMAFHH IMPORT AND EXPORT PRIVATE LIMITED,NINGBO HUAYI IMP & EXP CO LTD,"Office No B-104, Plot No 6, Gala 22-24, Platnium Springs, MIDC, Navde Taloja Raigarh Maharashtra","ROOM 12-7/8, CHUAHONG INTERNATIONAL CENT RE, NO 717, ZHONGXING ROAD, J IANGDONG DI STRICT, NINGBO, , CHINA CHINA",,,,China (CN),,Qingdao,,84821040,BALL BEARINGS ALU25 (IP) LINEAR MOTION BEARING BLOCKS ALU25 (IP),,12000.0,PCS,0.0,2592.01,,,
